tmp;51
plugins;318
ide;129
office;46
video-editor;97
recordmydesktop;40
documentation;108
thinkpad;381
backlight;153
keychain;7
dlna;36
laptop;998
lenovo;648
bluetooth;824
ext4;280
prototype;3
design;48
networking;5388
steam;390
ifconfig;73
gparted;501
resize;151
places;31
automation;146
kvm;251
i915;26
modem;200
google-chrome;916
pxe;114
ms-exchange;37
routing;108
smtp;50
ssl;109
password;924
remote-access;207
folder;68
style;23
disk;407
memory;146
virtualization;601
openoffice.org;139
gnome-panel;365
conversion;105
9.04;52
workspaces;423
ipod;186
rhythmbox;510
fsck;110
commercial;21
nano;37
syntax-highlighting;20
c#;30
kmail;20
unprivileged;7
setup;79
internet;1167
ati;2217
dns;490
websites;89
hosting;33
conky;125
qemu;79
scheduled;32
unicode;65
files;965
ntp;50
dolphin;86
tunnel;53
flv;13
tty;180
google-talk;49
java;1224
microsoft;77
msn;15
instant-messaging;55
lid;31
events;32
graphics;2091
policykit;44
mplayer;100
xinerama;46
byobu;88
gnu-screen;31
ssh-agent;32
avahi;50
inspiron;240
fluxbox;31
xbmc;136
kindle;25
evernote;29
svg;18
source-code;106
pbuilder;19
terminology;15
tmpfs;37
amazon-mp3-downloader;6
locoteams;16
shortcuts;340
webcam;546
raid;561
facebook;143
photo-management;72
ps3;42
lock-screen;222
preferences;39
launcher;1281
rpm;35
devices;143
bazaar;85
jack;79
intranet;14
alias;84
skype;676
pidgin;180
gmplayer;4
contacts;104
boxee;10
remote;198
error-handling;136
regex;59
32-bit;445
awesome;79
vlc;493
kubuntu-netbook;10
vala;22
virtualhost;74
pppoe;51
oem;20
hidden-files;49
blacklist;36
ghostscript;18
screensaver;190
dell-mini-9;11
convert;84
file-format;126
proprietary;115
deadlock;3
ubuntu-netbook;348
chromium;571
dropbox;224
localrepository;22
lyx;18
ifolder;2
pinning;19
freenx;34
neatx;5
intel-graphics;835
tearing;45
cube;28
proxy;543
brightness;735
monitoring;101
search;274
duplicate-files;27
keepass;29
phone;163
smartphone;68
autostart;181
twitter;53
client;67
fingerprint-reader;54
wacom;152
bamboo;27
maintenance;18
rm;62
vino;24
tethering;44
hostname;86
lirc;52
camera;109
internationalization;67
tether;7
css;33
inkscape;49
automount;322
mime-type;77
terminator;51
dhcpd;31
capslock;45
virtual-console;50
ffmpeg;199
guest-os;17
11.1;5678
console;166
prompt;56
translation;63
blender;73
add-apt-repository;55
malware;67
stream;37
sshfs;73
gnome-do;40
appmenu;212
opera;67
widgets;63
process-priority;20
realtime;27
clipboard;204
emblem;13
git;189
tomboy;82
overheating;329
upstream;15
nautilus-elementary;50
fluendo;4
medibuntu;22
file-properties;20
document-management;15
trackpad;146
html;73
docky;110
nouveau;125
ecryptfs;198
gcc;309
arm;112
viruses;49
optimization;35
printing;1308
gnomevfs;2
paths;106
fglrx;458
taskbar;96
xfce-panel;59
login;1289
users;623
scanning;62
recovery;557
mode;35
ext3;41
spell-checking;32
numlock;28
debugging;113
xps;86
transparency;72
dhclient;24
bandwidth;61
limit;37
transcode;18
dhcp;285
bug-reporting;242
mediaserver;59
cifs;115
8.1;24
compression;94
cache;125
novell-netware;5
cd-drive;83
audacious;27
gvfs;82
gconf;103
oneconf;5
ralink;125
telepathy;14
iso;475
visio;5
remote-control;66
dell;1119
xchat;23
monitor;511
window;349
dialog;55
statusbar;11
broadcom;677
burg;85
animations;59
trash;124
clone;75
headset;80
rdiff-backup;6
rsnapshot;15
rsync;175
shared;52
directory;593
eject;21
11.04;3187
acer;480
aspire-one;66
file-roller;21
aspire;107
high-availability;2
failover;11
database;131
version-control;29
power-management;883
resolv.conf;74
office-communicator;5
postgresql;153
hosts;74
localhost;111
xmodmap;115
process;268
macbook;430
swf;9
modem-manager;41
productivity;24
synaptics;169
realtek;276
libreoffice;808
amarok;36
pitivi;17
truecrypt;89
certification;18
training;6
preseed;91
file-association;47
bootloader;501
dell-studio-xps-16;11
cardapio;4
modules;74
hdmi;577
naming-conventions;15
rails;99
backport;60
indexing;21
metadata;52
ath5k;15
windows-xp;373
magic-trackpad;15
repair;65
netflix;88
moonlight;52
adduser;45
mouse-scroll;96
ufw;109
adobe-air;33
gstreamer;81
rss;32
qt;283
opengl;225
cream;3
chm;11
tail;18
grep;121
vmware-server;11
ubuntu-tweak;90
delicious;2
notify-osd;146
udisks;40
twinview;46
mencoder;20
software-recommendation;1984
webdav;37
compositing;31
evince;123
okular;50
benchmarks;14
focus;68
interface;146
mdadm;154
likewise;32
apple;160
remote-x-session;31
numpad;22
games;892
xampp;129
gcalctool;9
functions;11
gitosis;5
ntfs;602
fullscreen;133
xmonad;64
mutter;21
find;126
freeze;652
covergloobus;7
cheese;55
mp3-player;40
signature;21
personalization;17
mp3;181
logo;32
intel;517
clutter;4
gvim;71
open-source;57
desktop-environments;453
output;67
apache2;1200
defrag;25
info;29
nginx;164
webserver;261
uml;10
mirrors;50
md5sum;37
color-management;48
deb;315
antialiasing;24
brasero;59
elementary-theme;13
logging;116
memory-usage;129
whois;5
virtual;94
software-sources;344
encoding;75
.profile;58
ubuntu-light;4
user-profile;67
pci;33
hotplug;6
ascii;17
utf-8;31
connman;9
mercurial;26
log;265
ppc;30
quickly;373
protocol;11
google-earth;67
afs;5
3d;130
effects;75
sqlite;43
memenu;9
messaging-menu;102
pim;5
accounts;41
privacy;55
architecture;65
rsyslog;51
language-support;111
sort;36
traffic;34
key;72
alt;41
sysrq;12
dd-wrt;7
file-sharing;262
job-control;9
eeepc;124
hard-drive;1518
daap;9
xdmcp;12
unmount;67
epson;83
x11-forwarding;37
text-to-speech;22
orca;20
accessibility;90
dbus;123
clipboard-manager;19
totem;110
wayland;27
ambiance;63
c;185
fat32;65
vm;114
jboss;7
capture;32
gnome-power-manager;40
remastersys;61
postgresql-8.4;17
samsung;394
system-requirements;60
thunar;94
podcast;34
disk-usage;337
disk-management;72
gksu;70
language;235
chmod;166
powerpc;72
blu-ray;22
drive;241
container;8
sftp;85
squid;70
easter-egg;6
sensors;71
input-method;47
mozilla;29
blackberry;22
mac-mini;36
port-forwarding;71
kile;37
comparison;11
diff;23
edubuntu;65
active-directory;79
xine;6
finance;9
gnu;45
ipad;58
midi;56
screenshot;147
parallels;39
gnome2;25
notification-area;86
tv;124
cpufreq;57
scaling;21
frequency;19
temperature;153
lan;197
ibus;111
official-repositories;73
dd;106
ubuntu-membership;7
locale;150
7.1;9
aws;51
tomcat;92
ardour;23
hp;688
clutterflow;6
alsa;574
file-extension;4
ping;103
multiple-instances;24
luks;104
extract;48
cad;32
2d;26
derivatives;22
thumbnails;86
hda-intel;43
previews;32
dsl;37
executable;173
3g;144
crossover-office;4
flickr;6
liferea;15
virtual-printer;6
jdk;154
gnome-settings-daemon;19
tasksel;24
kubuntu;1288
task-management;32
time-management;6
configuration-management;20
apturl;12
pandora;7
pianobar;5
tor;117
chroot;128
ubuntu-minimal;81
purchase;24
exaile;4
wordpress;90
epub;12
reset;75
annotation;12
auto-completion;61
guake;53
floppy;22
zeitgeist;90
deja-dup;206
unison;7
project-management;12
netbeans;152
glassfish;14
gmrun;3
environment-variables;276
vcd;12
hotot;11
openbox;98
synergy;33
gsettings;70
tools;82
lighttpd;18
default-programs;176
krusader;25
ls;74
openvz;22
oss-sound-system;7
multi-core;52
class;5
opencl;27
crossplatform;36
gufw;17
udev;165
synapse;27
autotools;5
record;59
eog;20
home-server;32
indicator-sound;107
speech-recognition;17
startupmanager;8
cpu;332
pptp;73
nx;45
testdrive;6
wicd;53
gestures;41
pure-ftpd;15
tagging;22
code-blocks;41
c++;268
popcon;4
persistent;77
document;25
apport;82
usb-creator;65
shutter;33
administrator;61
zoom;34
system-monitor;95
debconf;26
vsftpd;107
ubuntu-wiki;17
ubuntu-website;21
ocr;35
easytether;3
django;41
onboard;24
bookmarks;65
pygtk;113
shuttle;4
stackapplet;8
prism;6
hd-video;49
serial-port;65
kickstart;19
popper;2
hfs+;36
alacarte;19
chmsee;2
awn;27
openjdk;177
putty;81
audible;2
enlightenment;21
perl;85
education;24
tftp;29
charset;8
filename;46
minecraft;231
dockbarx;20
ubuntu-studio;105
mountpoint;70
makefile;70
default-browser;33
zip;63
dump;13
ram;420
symbolic-link;159
webgl;30
branding;9
cisco;60
svn;128
gnome-keyring;74
segmentation-fault;74
initramfs;101
xdg;33
squid3;46
history;73
openssh;119
connection;406
local;29
input;76
download-speed;56
broadband;76
pipe;54
xdg-open;29
jockey;39
stack;11
diagram;9
nagios3;40
downgrade;146
poster;3
network-monitoring;62
zenity;40
soundcard;196
mp3-tag;24
pommed;3
syslog;94
pcie;25
ndiswrapper;68
idle;41
spindown;18
low-power;5
card-reader;49
tv-tuner;58
dovecot;46
phpmyadmin;114
openvpn;234
notes;49
filezilla;44
mp4;59
pae;52
filemanager;186
binary;49
dvd-audio;7
zeroconf;5
wakeonlan;45
yelp;8
mogrify;6
clamav;55
w3m;7
helpfile;35
fish;14
automatic;37
services;329
external-hdd;484
url;45
refit;82
display-manager;68
mbr;147
timeout;34
screenlets;33
cairo-dock;85
modprobe;43
www;36
dvb;20
atheros;216
smart;58
kernel-modules;22
wingpanel;8
bind;84
webapps;239
sound-blaster;24
ubuntu-pay;4
share;54
redirect;47
tvtime;13
manpage;65
calculator;23
couchdb;29
opencv;48
paid-applications;33
encrypted-partition;24
fontconfig;4
restricted-formats;7
disk-ripping;5
dualhead;49
font-rendering;18
dmesg;47
zend;13
xen;87
wireless-access-point;78
network-bridge;107
unity-2d;345
legal;29
jabber;9
s2ram;2
evdev;6
kill;74
mkv;27
tracker;27
touchscreen;200
metapackages;27
lock;94
tmux;47
kwallet;12
xls;8
layout;50
dconf;84
custom-distributions;90
jfs;4
pkg-config;11
install-from-source;170
dell-mini-10;19
workspace-switcher;38
guest-additions;40
release-management;187
photo;51
arabic;24
hebrew;17
cursor;191
lsof;8
screen;869
hostap;5
bittorrent;184
dyndns;17
recipe;14
amazon-ec2;154
autokey;10
cr-48;4
apparmor;63
framerate;9
usb-storage;85
mpd;16
sleep;100
chinese;37
restart;239
unix;7
graphics-tablet;64
tsclient;7
lame;9
cd-ripping;32
weather;21
subtitle;39
wget;127
oss;12
cd-image;57
zsync;6
reviews;4
adapter;99
switchbox;3
sane;37
scp;61
cuda;100
pgp;31
gnupg;168
window-management;77
logrotate;13
gnome-activity-journal;4
playback;33
kde-apps;15
deluge;57
powertop;43
kopete;4
yahoo;18
xterm;59
plasma;68
playonlinux;222
sed;78
microsoft-office;94
desktopcouch;20
canon;231
unzip;18
apt-cache;30
volume-control;160
png;25
gnome-media;2
mtp;100
emesene;6
seahorse;50
pyqt;27
hardware-recommendation;176
rename;87
irssi;11
mute;29
umask;14
ubuntu-font-family;44
openshot;22
transmission;160
external-monitor;189
ktorrent;12
date;64
mobi;5
g++;108
google;153
etc;56
vmware-fusion;15
oracle;145
djvu;13
emerald;25
multiverse;7
restricted;12
fail2ban;15
purge;53
quota;22
foobnix;3
udf;9
stable-release-updates;28
k3b;33
uds;14
sponsorship;2
tomcat6;23
game-recommendation;2
anjuta;5
custom-installer;36
headless;73
streaming;168
sql;29
certificates;50
hardware-certification;13
merge;5
logout;143
audacity;31
tag;19
editing;54
amd-processor;73
openldap;54
midori;13
hybrid;49
ipsec;20
groovy;9
avi;21
shared-folders;180
glib;55
ogg-vorbis;22
wma;8
dvorak;20
zombie;11
teamviewer;71
partial-upgrade;85
join;9
pam;82
intel-wireless;210
bashrc;169
lenses;260
x11;91
github;20
clementine;70
google-desktop;7
replaygain;6
dash;704
keyserver;11
puppet;29
virtual-terminal;36
privileges;75
glippy;3
antivirus;95
matlab;158
restore;211
unicode-entry;12
joystick;26
word-documents;20
market-share;4
html5;51
spotify;55
webm;14
wmv;7
transfer;102
user-mode-linux;26
compose;18
enigmail;11
overlay-scrollbars;35
hadoop;75
aac;10
rkhunter;10
source;78
quicklists;88
adobe-reader;52
titlebar;69
panorama;3
libraries;226
drupal;23
noise;51
fortune;5
home-directory;479
monodevelop;51
unetbootin;86
domain-server;32
vga;134
autohide;53
japanese;36
hal;10
release;7
red5;7
ltsp;64
cairo;24
turbo-boost;10
ac100;7
nvidia-optimus;449
mingw32;9
fax;14
policy;10
nomodeset;66
imagemagick;56
internet-radio;58
asus;621
gnash;8
lxdm;11
git-buildpackage;6
ideapad;56
webex;18
crashplan;14
live-environment;42
ccsm;80
duplicity;35
radeon;669
xulrunner;13
tar;146
keycodes;8
window-decoration;36
pm-utils;10
firewire;19
sd-card;160
matrox;11
chess;6
ekiga;9
nat;47
lightdm;710
boot-failure;396
web-design;16
r;47
vpnc;28
slideshow;19
mass-storage;16
music-player;87
multiple-users;17
removing;21
bitcoin;39
compiler;46
adhoc;49
kmymoney;8
lockup;21
ups;19
lxde;212
application-switcher;103
visualization;12
12.04;19299
ubuntu-one-api;28
apt-mirror;24
webmin;45
sasl;13
mail-server;75
user-management;38
kiosk;46
wheel;6
distro-recommendation;47
claws;9
keys;37
nice;10
curl;54
multipointerx;3
kdm;28
apt-cacher-ng;12
audiobooks;6
multiple-desktops;12
schedule;32
uuid;33
maven-3;21
eclipse-cdt;30
compilation-target;5
auto-login;74
subpixel-rendering;5
calibre;22
openswan;8
lexmark;38
centrino;23
clonezilla;56
file-server;15
alps;19
image-processing;41
projector;26
gnome-session;47
diagnostic;16
uck;18
gtalk;9
gnote;13
xbox-360;42
gpu;183
docking;24
cyrus;5
images;252
qbittorrent;24
objective-c;7
digikam;16
juju;489
apic;7
pixma;24
elinks;7
firestarter;18
lightning;29
sata;78
p2p;15
blocklist;4
bumblebee;375
dkms;33
ddclient;7
uefi;1075
alternate;45
grub-efi;71
locate;27
updatedb;9
multiboot;4
reiserfs;3
meego;7
creative-zen;7
split;14
ip-address;30
version;31
passwd-file;22
scanner;214
disk-utility;69
syntax;17
sector-size;4
vinagre;10
google-musicmanager;8
button;60
jre;61
extras;3
zram;16
mint;89
mesa;55
teminal-bell;6
webkit;38
vgaswitcheroo;54
cpan;16
korean;5
plasma-netbook;5
miro;6
processor;53
file-size;33
nohup;15
background;192
mbox;6
maildir;8
remmina;71
google-video;2
touchegg;20
su;55
geany;49
batch;54
tiling;10
privoxy;5
fedora;70
lowgraphics;114
slim;5
mongodb;50
separation;3
tabs;32
multiarch;69
application-development;1468
lxpanel;28
hd6470m;3
sip;24
disk-check;10
ethernet;423
online-accounts;106
recovery-mode;59
openssl;73
kdenlive;23
texas-instruments;3
screencast;58
google-picasa;24
modelines;3
checksums;14
send2printer;5
bugzilla;18
power-cog;6
wpa2;47
sylpheed;4
jpeg;22
bzip2;9
windows-8;1210
startup-applications;119
boinc;13
qt-creator;100
gdb;33
fuse;30
sdl;28
framebuffer;23
fancontrol;70
mediatomb;17
nas;95
iscsi;24
unreadable;14
jupiter;39
engine;12
lua;9
typing-break;4
jdownloader;17
ubuntu-one-windows;82
ip-scanner;4
apt-cacher;10
statistical;12
hamster;12
header;24
openpgp;16
m4a;9
lxc;98
vaapi;13
make;210
mutt;23
wunderlist;5
javascript;51
ubuntu-core;17
ubuntu-bug;20
kaddressbook;5
davmail;6
elementary;28
pantheon;23
madwifi;11
cinelerra;16
toshiba-satellite;138
webapp-development;7
telnet;39
text-mode;26
prevent;10
hplip;40
gnome-tweak-tool;67
gnome-classic;315
kvm-switch;19
xcompmgr;7
grab-handles;6
postscript;7
sound-theme;13
fdisk;74
beta;44
sopcast;5
gloobus-preview;5
equivs;4
hybrid-graphics;199
read-only;114
minimize;39
sshd;46
standby;34
.ttf;10
handbrake;14
unionfs;11
applications-lens;20
xscreensaver;39
ureadahead;7
gtk3;178
pygi;39
porting;19
w64codecs;3
kupfer;8
phonon;12
muon-package-manager;13
mouse-wheel;33
lazarus;11
internet-connection;220
orchestra;12
org-mode;7
https;49
unallocated;18
nautilus-script;23
checkbox;7
device-name;11
username;61
firefox-extensions;49
vector-drawings;9
system-info;17
file-type;22
ms-dos;15
xinput;54
charms;14
lyrics;10
application-submission;37
microsoft-word;12
google-plus;13
smb;65
playlists;23
cybercafe;10
nautilus-actions;25
huawei;88
lg;17
launchpadlib;5
launchpad-api;5
scopes;61
openstack;195
msi;43
logitech;126
vdpau;16
scrollbar;21
marlin;10
ncurses;13
drm;24
greybird;3
mov;5
rabbitvcs;26
environment;32
activities-overview;15
dosbox;24
akonadi;8
multipath;5
dmraid;31
via;21
busybox;39
glade;103
debian-installer;24
kerberos;22
xfce4-power-manager;14
zfs;50
top;34
templates;14
macbuntu;11
wpa;10
gnome-fallback;11
dv6;37
jungledisk;3
online-storage;8
brother;85
kde4;84
gpt;121
proc;29
memory-leak;22
bluefish;10
alienware;26
rosegarden;8
ndb;2
package-info;11
workgroup;10
netgear;44
compaq;50
presario;12
mate;75
squashfs;15
faenza;14
autofs;12
nmap;18
pdf-bookmarks;3
gdevilspie;2
devilspie;4
chown;78
rabbitmq;5
cookie;10
social;12
sound-juicer;6
ushare;6
aircrack-ng;50
nokia;43
gtkrc;12
usb-modem;323
zte;28
vodafone;3
spdif;12
audio-jack;32
tooltip;15
gif;9
xml;30
ricoh;8
wpa-supplicant;37
pcmanfm;61
pandoc;5
cross-compilation;41
libunity;3
libdbusmenu;3
gem;23
yakuake;5
password-recovery;114
data-loss;55
system-tray;109
web-development;37
libxml;3
minitube;12
ubuntu-tv;31
cinnamon;249
overclocking;19
x121e;5
tcl;10
systray;3
lenovo-s12-intel;3
testdisk;48
duplicate;24
wakeup;43
messaging-tray;11
rotate-monitor;11
livedvd;69
add-on;8
pavucontrol;17
dash-shell;8
launchy;4
customizer;18
abiword;16
hud;111
bsd;3
math;20
pptpd;23
unity-greeter;62
quodlibet;9
media;119
trademark;3
gma500;27
keyboard-accelerators;14
beatbox;4
persistence;34
asterisk;21
virtualdesktop;14
kinect;13
kodak;14
boot-order;17
windows-phone;20
catalyst;104
ircd-hybrid;6
telinit;2
runlevel;26
rekonq;8
kwin;28
windows-vista;113
exfat;21
epiphany;15
xte;5
boost;31
dnsmasq;63
gnome-screensaver;22
ssh-import-id;2
powernap;6
zimbra;4
motif;3
signal;31
ubuntu-for-android;86
sound-editor;4
encfs;23
uptime;6
looking-glass;4
zsnes;3
arduino;24
mumble;8
gobject;6
motd;16
router;111
wii;15
stress-testing;2
pysdm;6
cdma;12
vi;43
scons;2
scidavis;1
ps1;11
squid-deb-proxy;10
dvd-backup;8
fbgrab;2
xps-file;3
boot-partition;75
format-conversion;19
key-binding;64
gdebi;11
execute-command;36
app-install;2
unsupported-packages;15
switch-user;30
ubuntu-restricted-extras;31
installed-programs;56
gnome-shell-extension;56
golang;3
cmyk;5
hp-cloud;3
dkim;6
batch-rename;38
twinkle;2
boxes;6
gtk-2;27
4g;12
i3-wm;19
myunity;12
flac;23
bootcamp;11
corruption;6
musicbrainz;2
airplane-mode;5
vdi;10
quality;12
scale-mode;8
standalone-session;3
video-conversion;57
dvi;34
dead-keys;7
nimbuzz;3
navigation;32
safety;21
orientation;2
maas;311
trackpoint;18
poulsbo;10
pango;5
libxvid;2
dell-vostro;59
xev;17
adobe-acrobat;16
uget;17
12.1;5257
quicktime;9
anacron;20
console-kit;5
data-recovery;277
mobile-broadband;160
oxygen;10
gnumeric;4
expresscard;3
stable;18
release-upgrade;36
panel-applets;8
xfwm4;8
disconnect;31
proposed-updates;3
show-desktop;13
pastebin;7
downloaders;22
elantech;12
scrolling;79
lxterminal;19
randr;7
gthumb;10
bbswitch;6
bc;5
mysql-workbench;23
dynamic-ip;10
7zip;22
snmp;21
duplex-printing;7
popup-ads;4
whoopsie;14
location-bar;4
ubuntu-forums;14
maximized;26
jigdo;3
paint;4
image-editor;18
eps;7
media-buttons;17
crossover;22
wireless-keyboards;21
plank;3
nautilus-extensions;14
octave;31
libvirt;3
hostapd;43
macbook-air;60
shredding;4
dvb-t;21
gettext;9
localization;28
pyside;11
openchrome;8
mib;2
restricted-access;28
scribus;5
function-keys;76
deadbeef;5
kdevelop;8
laserjet;7
usbhid;7
virtualbox-networking;54
update-alternatives;29
google-drive;11
grive;7
konica;4
secure-boot;51
mpi;14
accomplishments;13
held-packages;7
color-depth;9
crunchbang;4
xserver;132
sms;19
grubrescue;307
ios;27
hvr-2250;2
boot-time;15
socks5;11
tuxonice;9
upload;35
xerox;8
fortran;29
pidgin-sipe;3
microsoft-lync;5
google-maps;7
vncviewer;24
broadcasting;2
address-book;10
useradd;12
drivers;4870
cacti;6
adsl;7
xvfb;11
tuxguitar;8
hot-spot;76
teamspeak;8
usb-modeswitch;35
plex;21
sockets;26
alcatel;8
appindicator;5
embedded-system;28
non-pae;9
screen-corruption;18
snapshot;16
libav;16
cgi;24
system-settings;141
python-2.7;113
.desktop;144
wvdial;25
inotify;9
timezone;17
korganizer;5
pascal;6
prefix;7
macbook-pro;195
syslinux;34
dh-make;6
boot-repair;220
verbose;3
vuze;13
hdtv;7
nvidia-current-dev;7
gst;3
utorrent;29
ip-forward;10
yum;5
notify-send;23
thunderbolt;6
cryptroot;2
ibm;16
nodejs;56
rtmp;7
bootchart;26
ip;117
ntop;7
fujitsu-siemens;16
bricscad;3
os-prober;6
gateway;36
nova;9
toshiba;99
peripherals;9
video-streaming;44
google-chat;3
rfkill;22
avconv;77
xfs;12
icedtea;25
nux;4
mozc;4
logs;38
snap-windows;7
ultrabook;52
awk;33
setcap;3
wireshark;28
ahci;9
detect;25
sublime-text;91
pentesting;3
kazam;11
radiance;10
krunner;3
bootup;14
apt-fast;11
npm;16
raspberrypi;41
xdotool;14
smplayer;19
axel;10
cpuinfo;8
python3;84
mailing-list;3
irda;3
yumi;10
picasa;16
static-ip;45
filelink;9
master-pdf-editor;2
portable;23
kickoff;4
htop;13
ath9k;26
release-notes;2
lirc-zilog;1
lxml;2
wav;3
abcde;3
ubuntu-gnome-remix;31
selinux;16
packet-analyzer;5
glibc;40
lspci;9
usbfs;3
download-manager;43
idm;3
rygel;6
kde-telepathy;3
skel;6
grooveshark;9
alien;19
xhci-hcd;6
a2dp;17
cuttlefish;4
lightread;5
switchable-graphics;16
runescape;6
sendmail;46
ld;16
dynamic-linking;18
voice-recognition;9
ejabberd;7
x11rdp;6
xrdp;72
geoip;4
multi-user;6
backuppc;5
amazon;33
recoll;6
vst;5
audio-player;8
dist-upgrade;26
lynx;8
barcode;6
ac3;2
web-feed;2
xmpp;9
ptp;4
gnome-documents;5
rescue-mode;10
external-soundcard;16
intel-video;4
lxsession;7
system-language;13
media-library;5
displayport;27
print-screen;15
visudo;15
hash;9
microsoft-powerpoint;6
donation;10
intel-hd;11
ubuntu-advantage;9
configure;33
yaboot;4
memtest;13
solr;11
ogg-opus;3
mainline-kernel;8
version-upgrade;8
polipo;7
intellij;14
shopping-lens;5
joomla;21
aptana-studio;15
icecast;9
ices;2
geary;11
nexus-7;163
htc;12
stylus;11
gnome-control-center;25
13.04;5754
hp-touchpad;11
zlib;4
libgcrypt;4
uvc;7
video4linux;10
checkinstall;7
gammu;9
pictures;25
qt3;11
stdout;9
software-updater;102
unattended-upgrades;25
click-policy;11
raid5;45
google-reader;2
vagrant;38
autossh;3
undelete;17
emulator;46
attachment;8
optical;9
setpci;2
foobar2000;3
thunar-custom-actions;5
searchmonkey;2
xmms;2
cyrillic;2
paste;17
location;20
scripting;20
minidlna;12
shm;7
tree;5
unknown-device;6
lm-sensors;24
rtl;18
gksudo;15
sysv;5
palm;2
jpilot;4
caja;3
chromeos;22
semantic;2
reprepro;5
qsystemtrayicon;4
sru;2
chrome-extension;6
hard-link;8
weston;2
timestamp;9
remapping;22
chromebook;105
cmake;40
migrating-from-windows;4
acl;11
ettercap;4
autorun;9
tweak;20
bgcolor;2
tap-to-click;11
io;18
kmix;2
remote-login;16
lsusb;19
spyder;3
margin;3
ubuntu-on-arm;17
virt-manager;15
terminal-bell;2
qml;151
iodbc;5
compress;6
decompress;8
safely;3
torrent-client;11
flush;4
network-bonding;18
xcalib;3
do-release-upgrade;59
